# example beatnote frequencies in MHz, once per day
# 202110_orbits_plus20deg_low/cfg_N1c_L1_iter100000_g.dat
-15.469 -14.658 -5.519 5.000 -6.021 -14.398 6.603 17.789 9.056
-15.329 -14.712 -5.522 5.000 -6.021 -14.436 6.561 17.711 9.182
-15.187 -14.765 -5.525 5.000 -6.022 -14.469 6.525 17.633 9.310
-15.044 -14.818 -5.528 5.000 -6.022 -14.497 6.493 17.556 9.440
-14.899 -14.871 -5.531 5.000 -6.023 -14.519 6.467 17.479 9.571
-14.753 -14.923 -5.533 5.000 -6.023 -14.537 6.446 17.403 9.704
-14.606 -14.973 -5.536 5.000 -6.024 -14.549 6.430 17.328 9.837
-14.457 -15.023 -5.539 5.000 -6.024 -14.555 6.420 17.254 9.972
-14.307 -15.072 -5.542 5.000 -6.025 -14.557 6.414 17.181 10.108
-14.156 -15.120 -5.545 5.000 -6.025 -14.553 6.414 17.110 10.245
-14.005 -15.167 -5.547 5.000 -6.026 -14.544 6.420 17.039 10.384
-13.852 -15.212 -5.550 5.000 -6.026 -14.530 6.430 16.970 10.523
-13.699 -15.256 -5.553 5.000 -6.027 -14.510 6.446 16.902 10.662
-13.544 -15.298 -5.556 5.000 -6.027 -14.486 6.466 16.835 10.803
-13.390 -15.339 -5.559 5.000 -6.028 -14.457 6.492 16.771 10.944
-13.234 -15.378 -5.561 5.000 -6.029 -14.423 6.523 16.707 11.086
-13.078 -15.416 -5.564 5.000 -6.029 -14.383 6.558 16.646 11.228
-12.922 -15.452 -5.567 5.000 -6.030 -14.339 6.599 16.586 11.371
-12.766 -15.486 -5.570 5.000 -6.030 -14.291 6.644 16.528 11.513
-12.609 -15.518 -5.572 5.000 -6.031 -14.237 6.694 16.472 11.656
-12.453 -15.549 -5.575 5.000 -6.032 -14.179 6.748 16.418 11.799
-12.296 -15.577 -5.578 5.000 -6.032 -14.117 6.807 16.366 11.942
-12.140 -15.603 -5.581 5.000 -6.033 -14.050 6.871 16.316 12.085
-11.984 -15.628 -5.583 5.000 -6.034 -13.979 6.939 16.268 12.228
-11.828 -15.650 -5.586 5.000 -6.034 -13.904 7.011 16.222 12.370
-11.672 -15.670 -5.589 5.000 -6.035 -13.824 7.087 16.178 12.512
-11.517 -15.688 -5.591 5.000 -6.035 -13.741 7.166 16.136 12.654
-11.363 -15.704 -5.594 5.000 -6.036 -13.654 7.250 16.097 12.795
-11.209 -15.717 -5.597 5.000 -6.037 -13.563 7.338 16.060 12.935
-11.056 -15.728 -5.600 5.000 -6.038 -13.469 7.429 16.025 13.074
-10.904 -15.737 -5.602 5.000 -6.038 -13.371 7.523 15.993 13.213
-10.753 -15.744 -5.605 5.000 -6.039 -13.270 7.621 15.963 13.351
-10.602 -15.748 -5.608 5.000 -6.040 -13.166 7.722 15.935 13.487
-10.454 -15.750 -5.610 5.000 -6.040 -13.059 7.826 15.909 13.623
-10.306 -15.750 -5.613 5.000 -6.041 -12.949 7.933 15.886 13.757
-10.159 -15.748 -5.616 5.000 -6.042 -12.836 8.043 15.865 13.890
-10.014 -15.743 -5.618 5.000 -6.043 -12.721 8.155 15.847 14.021
-9.871 -15.736 -5.621 5.000 -6.043 -12.603 8.270 15.831 14.152
-9.729 -15.726 -5.623 5.000 -6.044 -12.483 8.386 15.817 14.280
-9.588 -15.714 -5.626 5.000 -6.045 -12.361 8.505 15.805 14.407
-9.450 -15.700 -5.629 5.000 -6.046 -12.237 8.626 15.796 14.532
-9.313 -15.684 -5.631 5.000 -6.047 -12.111 8.749 15.789 14.656
-9.178 -15.665 -5.634 5.000 -6.047 -11.984 8.874 15.785 14.777
-9.045 -15.645 -5.637 5.000 -6.048 -11.855 8.999 15.782 14.897
-8.914 -15.622 -5.639 5.000 -6.049 -11.725 9.127 15.782 15.014
-8.785 -15.597 -5.642 5.000 -6.050 -11.594 9.255 15.784 15.130
-8.658 -15.570 -5.644 5.000 -6.051 -11.462 9.384 15.788 15.243
-8.534 -15.540 -5.647 5.000 -6.052 -11.329 9.514 15.795 15.354
-8.411 -15.509 -5.649 5.000 -6.052 -11.195 9.645 15.803 15.463
-8.291 -15.476 -5.652 5.000 -6.053 -11.061 9.776 15.813 15.570
-8.174 -15.440 -5.654 5.000 -6.054 -10.927 9.908 15.826 15.674
-8.059 -15.403 -5.657 5.000 -6.055 -10.793 10.040 15.840 15.776
-7.946 -15.364 -5.660 5.000 -6.056 -10.658 10.171 15.856 15.875
-7.836 -15.323 -5.662 5.000 -6.057 -10.524 10.303 15.874 15.972
-7.728 -15.280 -5.665 5.000 -6.058 -10.390 10.434 15.894 16.066
-7.623 -15.236 -5.667 5.000 -6.059 -10.257 10.565 15.916 16.158
-7.521 -15.189 -5.670 5.000 -6.060 -10.124 10.695 15.940 16.247
-7.421 -15.142 -5.672 5.000 -6.061 -9.992 10.825 15.965 16.333
-7.324 -15.092 -5.675 5.000 -6.061 -9.861 10.953 15.991 16.417
-7.230 -15.042 -5.677 5.000 -6.062 -9.731 11.080 16.019 16.498
-7.139 -14.989 -5.679 5.000 -6.063 -9.603 11.207 16.049 16.576
-7.051 -14.936 -5.682 5.000 -6.064 -9.476 11.331 16.080 16.651
-6.965 -14.881 -5.684 5.000 -6.065 -9.350 11.455 16.113 16.723
-6.882 -14.825 -5.687 5.000 -6.066 -9.226 11.576 16.146 16.793
-6.802 -14.767 -5.689 5.000 -6.067 -9.104 11.696 16.181 16.860
-6.725 -14.709 -5.692 5.000 -6.068 -8.983 11.814 16.217 16.924
-6.651 -14.650 -5.694 5.000 -6.069 -8.865 11.930 16.254 16.985
-6.580 -14.589 -5.697 5.000 -6.070 -8.749 12.044 16.292 17.043
-6.511 -14.528 -5.699 5.000 -6.071 -8.635 12.155 16.331 17.098
-6.446 -14.466 -5.701 5.000 -6.072 -8.524 12.264 16.371 17.150
-6.383 -14.403 -5.704 5.000 -6.073 -8.416 12.371 16.412 17.199
